Country;Currency;Technology;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Korea;USD (2022 prices and PPP);Total Budget;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;202,647;..;630,435;577,665;761,653;903,362;731,547;868,155;945,169;907,185;1029,549;1029,571;984,456;943,65;892,572;876,581;870,42;884,126;993,815;1145,433;1148,455;..
Korea;Euro (2022 prices and exchange rates);Energy efficiency;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;21,814;..;24,857;38,475;67,648;87,783;83,848;89,08;92,098;84,452;105,055;95,778;96,108;96,872;100,605;124,266;124,614;106,888;104,474;130,131;146,872;..
Korea;Euro (2022 prices and exchange rates);Fossil fuels;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;14,684;15,235;8,459;7,704;10,018;63,876;52,929;75,424;74,834;65,881;86,946;97,36;85,735;85,938;50,802;46,021;39,42;42,311;59,035;107,286;100,842;..
Korea;Euro (2022 prices and exchange rates);Renewables;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;12,78;15,331;37,889;48,93;68,157;71,6;83,853;121,001;152,08;136,166;159,899;153,016;140,519;125,289;134,345;122,197;123,798;149,41;167,983;152,286;129,83;..
Korea;Euro (2022 prices and exchange rates);Nuclear;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;32,232;36,982;220,068;199,389;218,941;226,802;61,926;72,31;79,097;104,155;104,514;93,164;89,352;78,043;65,427;59,452;53,095;56,268;71,262;72,977;77,164;..
Korea;Euro (2022 prices and exchange rates);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;28,187;24,697;39,061;40,591;70,123;52,053;47,617;43,608;32,52;32,173;26,82;25,2;32,95;32,767;32,609;29,936;49,503;85,425;109,193;..
Korea;Euro (2022 prices and exchange rates);Other power and storage technologies;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;20,47;29,594;41,469;11,524;32,228;26,531;48,961;66,831;70,768;65,57;86,519;97,489;105,22;105,77;99,88;87,84;96,209;93,905;87,874;75,058;85,267;..
Korea;Euro (2022 prices and exchange rates);Other cross-cutting technologies/research;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;14,037;22,801;0;0;0;0;17,178;20,328;24,625;19,539;13,972;20,46;19,855;23,137;26,998;29,308;28,578;27,453;28,837;32,608;8,333;..
Korea;Euro (2022 prices and exchange rates);Unallocated;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Korea;Euro (2022 prices and exchange rates);Total Budget;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;116,017;..;360,93;330,719;436,054;517,183;418,818;497,027;541,118;519,372;589,426;589,439;563,61;540,248;511,006;501,851;498,324;506,171;568,969;655,771;657,501;..
Lithuania;National currency (nominal);Energy efficiency;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,61;1,114;1,197;0,848;0,778
Lithuania;National currency (nominal);Fossil fuels;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,19;0,266;0,341;0,745;0,462
Lithuania;National currency (nominal);Renewables;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2,309;2,536;2,514;3,891;2,126
Lithuania;National currency (nominal);Nuclear;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2,536;2,568;1,373;1,642;1,849
Lithuania;National currency (nominal);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,23;0,396;0,769;1,167;1,178
Lithuania;National currency (nominal);Other power and storage technologies;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2,503;3,307;2,202;1,55;1,521
Lithuania;National currency (nominal);Other cross-cutting technologies/research;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,738;0,686;1,269;1,621;1,077
Lithuania;National currency (nominal);Unallocated;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;1,315;0,683
Lithuania;National currency (nominal);Total Budget;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;10,116;10,872;9,665;12,779;9,674
Lithuania;National currency (2022 prices);Energy efficiency;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2,04;1,384;1,399;0,848;..
Lithuania;National currency (2022 prices);Fossil fuels;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,241;0,33;0,399;0,745;..
Lithuania;National currency (2022 prices);Renewables;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2,926;3,15;2,939;3,891;..
Lithuania;National currency (2022 prices);Nuclear;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3,214;3,19;1,605;1,642;..
Lithuania;National currency (2022 prices);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,291;0,492;0,899;1,167;..
Lithuania;National currency (2022 prices);Other power and storage technologies;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3,172;4,107;2,574;1,55;..
Lithuania;National currency (2022 prices);Other cross-cutting technologies/research;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,935;0,852;1,483;1,621;..
Lithuania;National currency (2022 prices);Unallocated;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;1,315;..
Lithuania;National currency (2022 prices);Total Budget;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;12,819;13,504;11,299;12,779;..
Lithuania;USD (2022 prices and exchange rates);Energy efficiency;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2,146;1,455;1,472;0,892;..
Lithuania;USD (2022 prices and exchange rates);Fossil fuels;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,253;0,347;0,419;0,783;..
Lithuania;USD (2022 prices and exchange rates);Renewables;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3,077;3,313;3,091;4,092;..
Lithuania;USD (2022 prices and exchange rates);Nuclear;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3,38;3,354;1,688;1,727;..
Lithuania;USD (2022 prices and exchange rates);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,307;0,517;0,945;1,227;..
Lithuania;USD (2022 prices and exchange rates);Other power and storage technologies;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3,336;4,32;2,707;1,63;..
Lithuania;USD (2022 prices and exchange rates);Other cross-cutting technologies/research;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,983;0,896;1,56;1,705;..
Lithuania;USD (2022 prices and exchange rates);Unallocated;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;1,383;..
Lithuania;USD (2022 prices and exchange rates);Total Budget;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;13,481;14,201;11,882;13,439;..
Lithuania;USD (2022 prices and PPP);Energy efficiency;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4,056;2,751;2,782;1,686;..
Lithuania;USD (2022 prices and PPP);Fossil fuels;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,479;0,657;0,793;1,481;..
Lithuania;USD (2022 prices and PPP);Renewables;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;5,817;6,262;5,843;7,736;..
Lithuania;USD (2022 prices and PPP);Nuclear;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;6,389;6,341;3,191;3,264;..
Lithuania;USD (2022 prices and PPP);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,579;0,978;1,787;2,32;..
Lithuania;USD (2022 prices and PPP);Other power and storage technologies;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;6,306;8,166;5,118;3,082;..
Lithuania;USD (2022 prices and PPP);Other cross-cutting technologies/research;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,859;1,694;2,949;3,223;..
Lithuania;USD (2022 prices and PPP);Unallocated;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;2,614;..
Lithuania;USD (2022 prices and PPP);Total Budget;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;25,485;26,846;22,462;25,406;..
Lithuania;Euro (2022 prices and exchange rates);Energy efficiency;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2,04;1,384;1,399;0,848;..
Lithuania;Euro (2022 prices and exchange rates);Fossil fuels;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,241;0,33;0,399;0,745;..
Lithuania;Euro (2022 prices and exchange rates);Renewables;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2,926;3,15;2,939;3,891;..
Lithuania;Euro (2022 prices and exchange rates);Nuclear;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3,214;3,19;1,605;1,642;..
Lithuania;Euro (2022 prices and exchange rates);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,291;0,492;0,899;1,167;..
Lithuania;Euro (2022 prices and exchange rates);Other power and storage technologies;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3,172;4,107;2,574;1,55;..
Lithuania;Euro (2022 prices and exchange rates);Other cross-cutting technologies/research;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,935;0,852;1,483;1,621;..
Lithuania;Euro (2022 prices and exchange rates);Unallocated;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;1,315;..
Lithuania;Euro (2022 prices and exchange rates);Total Budget;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;12,819;13,504;11,299;12,779;..
Luxembourg;National currency (nominal);Energy efficiency;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;23,94;57,976;..;..;..;..;..;..;..;..;..;..;..
Luxembourg;National currency (nominal);Fossil fuels;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0,019;..;..;..;..;..;..;..;..;..;..;..
Luxembourg;National currency (nominal);Renewables;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,011;0,029;0,073;0,036;0,027;0,068;0,321;0,143;0,501;0,353;..;..;..;..;..;..;..;..;..;..;0,7;3,841;..;..;..;..;..;..;..;..;..;..;..
Luxembourg;National currency (nominal);Nuclear;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;..;..;..;..;..;..;..;..;..;..;..
Luxembourg;National currency (nominal);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;2,98;..;..;..;..;..;..;..;..;..;..;..
Luxembourg;National currency (nominal);Other power and storage technologies;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,084;0,005;0,005;0,008;0,009;0,006;0,465;0,007;0,016;0,005;..;..;..;..;..;..;..;..;..;..;0;4,106;..;..;..;..;..;..;..;..;..;..;..
Luxembourg;National currency (nominal);Other cross-cutting technologies/research;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;2,514;..;..;..;..;..;..;..;..;..;..;..
Luxembourg;National currency (nominal);Unallocated;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;..;..;..;..;..;..;..;..;..;..;..
Luxembourg;National currency (nominal);Total Budget;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;24,64;71,436;..;..;..;..;..;..;..;..;..;..;..
Luxembourg;National currency (2022 prices);Energy efficiency;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;31,936;74,942;..;..;..;..;..;..;..;..;..;..;..
Luxembourg;National currency (2022 prices);Fossil fuels;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0,025;..;..;..;..;..;..;..;..;..;..;..
Luxembourg;National currency (2022 prices);Renewables;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,028;0,07;0,168;0,08;0,058;0,143;0,687;0,307;1,021;0,671;..;..;..;..;..;..;..;..;..;..;0,934;4,965;..;..;..;..;..;..;..;..;..;..;..
Luxembourg;National currency (2022 prices);Nuclear;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;..;..;..;..;..;..;..;..;..;..;..
Luxembourg;National currency (2022 prices);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;3,852;..;..;..;..;..;..;..;..;..;..;..
Luxembourg;National currency (2022 prices);Other power and storage technologies;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,211;0,012;0,011;0,018;0,019;0,013;0,996;0,015;0,033;0,009;..;..;..;..;..;..;..;..;..;..;0;5,308;..;..;..;..;..;..;..;..;..;..;..
Luxembourg;National currency (2022 prices);Other cross-cutting technologies/research;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;3,25;..;..;..;..;..;..;..;..;..;..;..
Luxembourg;National currency (2022 prices);Unallocated;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;..;..;..;..;..;..;..;..;..;..;..
Luxembourg;National currency (2022 prices);Total Budget;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;32,869;92,341;..;..;..;..;..;..;..;..;..;..;..
Luxembourg;USD (2022 prices and exchange rates);Energy efficiency;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;33,585;78,813;..;..;..;..;..;..;..;..;..;..;..
Luxembourg;USD (2022 prices and exchange rates);Fossil fuels;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0,026;..;..;..;..;..;..;..;..;..;..;..
Luxembourg;USD (2022 prices and exchange rates);Renewables;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,029;0,074;0,176;0,084;0,061;0,15;0,723;0,323;1,074;0,705;..;..;..;..;..;..;..;..;..;..;0,982;5,222;..;..;..;..;..;..;..;..;..;..;..
Luxembourg;USD (2022 prices and exchange rates);Nuclear;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;..;..;..;..;..;..;..;..;..;..;..
Luxembourg;USD (2022 prices and exchange rates);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;4,051;..;..;..;..;..;..;..;..;..;..;..
Luxembourg;USD (2022 prices and exchange rates);Other power and storage technologies;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,222;0,013;0,012;0,019;0,02;0,013;1,047;0,016;0,034;0,01;..;..;..;..;..;..;..;..;..;..;0;5,582;..;..;..;..;..;..;..;..;..;..;..
Luxembourg;USD (2022 prices and exchange rates);Other cross-cutting technologies/research;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;3,418;..;..;..;..;..;..;..;..;..;..;..
Luxembourg;USD (2022 prices and exchange rates);Unallocated;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;..;..;..;..;..;..;..;..;..;..;..
Luxembourg;USD (2022 prices and exchange rates);Total Budget;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;34,567;97,111;..;..;..;..;..;..;..;..;..;..;..
Luxembourg;USD (2022 prices and PPP);Energy efficiency;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;37,571;88,167;..;..;..;..;..;..;..;..;..;..;..
Luxembourg;USD (2022 prices and PPP);Fossil fuels;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0,029;..;..;..;..;..;..;..;..;..;..;..
Luxembourg;USD (2022 prices and PPP);Renewables;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,032;0,083;0,197;0,094;0,069;0,168;0,809;0,361;1,202;0,789;..;..;..;..;..;..;..;..;..;..;1,099;5,841;..;..;..;..;..;..;..;..;..;..;..
